Sector,ID,Title,Name,Detailed Description,URL,Average Annual Charge
North America,CCAU.L,iShares VII plc,MSCI Canada USD,Large and mid cap segments of the Canada market,https://www.msci.com/documents/10199/641d0cad-f861-4cb0-b9c5-7d37f0d33f55,
North America,CSCA.L,iShares VII plc,MSCI Canada USD (GBP),Large and mid cap segments of the Canada market,https://www.msci.com/documents/10199/641d0cad-f861-4cb0-b9c5-7d37f0d33f55,
Asia Pacific,CASE.L,Legal & General UCITS ETF,MSCI China A,Large and mid-cap representation across China securities listed on the Shanghai and Shenzhen exchanges,https://www.msci.com/documents/10199/35cd04e7-a7f2-41de-9316-e92db9f17cbc,
Asia Pacific,KBA.L,KraneShares ICAV,MSCI China A Share UCITS ETF,Large and mid-cap representation across China securities listed on the Shanghai and Shenzhen exchanges,https://www.msci.com/documents/10199/35cd04e7-a7f2-41de-9316-e92db9f17cbc,
Asia Pacific,IASH.L,iShares IV plc,MSCI China A UCITS ETF,Large and mid-cap representation across China securities listed on the Shanghai and Shenzhen exchanges,https://www.msci.com/documents/10199/35cd04e7-a7f2-41de-9316-e92db9f17cbc,
Asia Pacific,CNYA.L,iShares IV plc,MSCI China A UCITS ETF USD,Large and mid-cap representation across China securities listed on the Shanghai and Shenzhen exchanges,https://www.msci.com/documents/10199/35cd04e7-a7f2-41de-9316-e92db9f17cbc,
Asia Pacific,HMCH.L,HSBC ETFs plc,MSCI China ETF (GBP),"Large and mid cap representation across China A shares, H shares, B shares, Red chips, P chips and foreign listings",https://www.msci.com/documents/10199/aa99c3a4-d48b-44ac-8caa-49522caa9021,
Europe,IEER.L,iShares plc,MSCI Eastern Europe 10/40,Large and mid cap representation across 4 Emerging Markets countries in Eastern Europe. Designed and maintained on a daily basis to take into consideration the 10% and 40% concentration constraints on funds.,https://www.msci.com/documents/10199/72b737cc-1102-4644-bb06-71ccf0e15c65,
Europe,IDEE.L,iShares plc,MSCI Eastern Europe 10/40,Large and mid cap representation across 4 Emerging Markets countries in Eastern Europe. Designed and maintained on a daily basis to take into consideration the 10% and 40% concentration constraints on funds.,https://www.msci.com/documents/10199/72b737cc-1102-4644-bb06-71ccf0e15c65,
Europe,CECL.L,MSCI Eastern Europe Ex Russia UCITS ETF - Acc,MSCI Eastern Europe Ex Russia UCITS ETF - Acc,Large and mid cap representation across 3 Emerging Markets countries in Eastern Europe.,https://www.msci.com/documents/10199/be9edfa1-3691-41c5-9e43-43eea9d53c56,
Asia Pacific,AASG.L,Amundi Luxembourg SA,MSCI EM Asia UCITS ETF USD GBP A,Large and mid cap representation across 9 Emerging Markets countries.,https://www.msci.com/documents/10199/17e9365e-fbf6-407e-9f48-808f7b75a5bf,
Emerging Markets,EDG2.L,Ishares Iv Plc,MSCI EM ESG Enhcd UCITS ETF GBP,"Capitalization weighted index that provides exposure to companies with high Environmental, Social and Governance (ESG) performance relative to their sector peers. Consists of large and mid cap companies across 27 Emerging Markets (EM) countries.",https://www.msci.com/documents/10199/c341baf6-e515-4015-af5e-c1d864cae53e,
Asia Pacific,HMFE.L,HSBC ETFS Plc,MSCI Em Far East ETF GBP,Large and mid cap representation across 7 Emerging Markets countries.,https://www.msci.com/documents/10199/06bbb3a3-c5d3-4690-8b62-882dbc618560,
Emerging Markets,GEDM.L,iShares IV plc,MSCI EM IMI ESG Screened UCITS ETF Dis (GBP),"Large, mid and small-cap securities across 27 Emerging Markets (EM) countries. The index excludes companies from the parent index that are associated with controversial, civilian and nuclear weapons and tobacco, that derive revenues from thermal coal and oil sands extraction and that are not compliant with the United Nations Global Compact principles.",https://www.msci.com/documents/10199/b7b8508a-c3aa-faa7-f2dd-334d81025e17,
Emerging Markets,SEGM.L,iShares IV Plc,MSCI EM IMI ESG Screened UCITS ETF GBP,"Large, mid and small-cap securities across 27 Emerging Markets (EM) countries. The index excludes companies from the parent index that are associated with controversial, civilian and nuclear weapons and tobacco, that derive revenues from thermal coal and oil sands extraction and that are not compliant with the United Nations Global Compact principles.",https://www.msci.com/documents/10199/b7b8508a-c3aa-faa7-f2dd-334d81025e17,
Emerging Markets,SAEM.L,iShares IV plc,MSCI EM IMI ESG Screened UCITS ETF USD Acc,"Large, mid and small-cap securities across 27 Emerging Markets (EM) countries. The index excludes companies from the parent index that are associated with controversial, civilian and nuclear weapons and tobacco, that derive revenues from thermal coal and oil sands extraction and that are not compliant with the United Nations Global Compact principles.",https://www.msci.com/documents/10199/b7b8508a-c3aa-faa7-f2dd-334d81025e17,
Emerging Markets,SEDM.L,iShares IV plc,MSCI EM IMI ESG Screened UCITS ETF USD Dis,"Large, mid and small-cap securities across 27 Emerging Markets (EM) countries. The index excludes companies from the parent index that are associated with controversial, civilian and nuclear weapons and tobacco, that derive revenues from thermal coal and oil sands extraction and that are not compliant with the United Nations Global Compact principles.",https://www.msci.com/documents/10199/b7b8508a-c3aa-faa7-f2dd-334d81025e17,
Latin and South America,XMLA.L,Xtrackers,MSCI EM LATAM ESG INDEX UCITS ETF,"Large and mid cap companies across 6 Emerging Markets countries in Latin America.  provides exposure to companies with high
Environmental, Social and Governance (ESG) performance relative to their sector peers. MSCI EM Latin America. ESG Leaders Index consists of large and mid cap companies across 6 Emerging Markets (EM) countries* in Latin America.","https://www.msci.com/documents/10199/86b47d6c-15bc-4db5-9559-fba460738db5#:~:text=MSCI%20EM%20Latin%20America%20ESG%20Leaders%20Index%20consists%20of%20large,to%20the%20underlying%20equity%20market.",
Latin and South America,LTAM.L,iShares II plc,MSCI EM Latin America (GBP) UCITS ETF (Dist),Large and mid cap representation across 6 Emerging Markets (EM) countries in Latin America.,https://www.msci.com/documents/10199/5b537e9c-ab98-49e4-88b5-bf0aed926b9b,
Latin and South America,LTMU.L,Lyxor Asset Management,MSCI EM Latin America UCITS ETF - Acc (USD),Large and mid cap representation across 6 Emerging Markets (EM) countries in Latin America.,https://www.msci.com/documents/10199/5b537e9c-ab98-49e4-88b5-bf0aed926b9b,
Latin and South America,BF2JV95.L,Amundi Luxembourg SA,Msci Em Latin America Ucits ETF - EUR (C),Large and mid cap representation across 6 Emerging Markets (EM) countries in Latin America.,https://www.msci.com/documents/10199/5b537e9c-ab98-49e4-88b5-bf0aed926b9b,
Latin and South America,HMLA.L,HSBC ETFs plc,MSCI Em Latin America UCITS ETF GBP,Large and mid cap representation across 6 Emerging Markets (EM) countries in Latin America.,https://www.msci.com/documents/10199/5b537e9c-ab98-49e4-88b5-bf0aed926b9b,
Emerging Markets,EMRD.L,SSGA SPDR ETFs Europe I plc,MSCI Emerging Markets,Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Emerging Markets,UC79.L,UBS ETF SICAV,MSCI Emerging Markets,Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Emerging Markets,SEMA.L,iShares III plc,MSCI Emerging Markets (Acc) USD,Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Emerging Markets,IDEM.L,iShares plc,MSCI Emerging Markets (USD) UCITS ETD (Dist),Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Emerging Markets,CEMG.L,iShares plc,MSCI Emerging Markets Consumer Growth,Large and mid-cap consumer oriented companies from the MSCI ACWI Index* that derive high or growing revenues from emerging markets while satisfying investability and diversification criteria,https://www.msci.com/documents/10199/33ccb8e5-905d-416b-ad9a-16efe6992046,
Emerging Markets,EMIM.L,iShares plc,MSCI Emerging Markets IMI,"Large, mid and small cap representation across 27 Emerging Markets (EM) countries",https://www.msci.com/documents/10199/97e25eb7-9bd0-4204-bea9-077095acf1d3,
Emerging Markets,XMMD.L,Xtrackers,MSCI Emerging Markets Index UCITS ETF,Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Emerging Markets,XMEM.L,Xtrackers,MSCI Emerging Markets Index UCITS ETF,Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Emerging Markets,ISDE.L,iShares II plc,MSCI Emerging Markets Islamic (USD),Large and mid cap segments across 27 Emerging Markets (EM) countries* that are relevant for Islamic investors,https://www.msci.com/documents/10199/caceb88b-fca7-4e6c-9997-58ba6d9dab25,
North America,EMSM.L,SSGA SPDR ETFs Europe I plc,MSCI Emerging Markets Small Cap,Small cap representation across 27 Emerging Markets countries,https://www.msci.com/documents/10199/4a397ecf-5cd5-4c49-a611-61db92de980c,
Emerging Markets,IEMS.L,iShares III plc,MSCI Emerging Markets SmallCap (USD),Small cap representation across 27 Emerging Markets countries,https://www.msci.com/documents/10199/4a397ecf-5cd5-4c49-a611-61db92de980c,
Emerging Markets,MXFP.L,Invesco Markets,MSCI Emerging Markets UCITS ETF,Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Emerging Markets,MXFS.L,Invesco Markets,MSCI Emerging Markets UCITS ETF,Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Emerging Markets,HMEF.L,HSBC ETFs plc,MSCI Emerging Markets UCITS ETF GBP,Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Emerging Markets,XMME.L,XTrackers (IE) Plc,MSCI EMG MKTS UCITS 1C USD,Large and mid cap representation across 27 Emerging Markets (EM) countries,https://www.msci.com/documents/10199/c0db0a48-01f2-4ba9-ad01-226fd5678111,
Europe,UB06.L,UBS ETF SICAV,MSCI EMU,Large and mid cap representation across the 10 Developed Markets countries in the EMU (European Economic and Monetary Union),https://www.msci.com/documents/10199/7395c222-b136-4372-baa7-a4480d7d003c,
Europe,CMU.L,Amundi Luxembourg SA,MSCI EMU ESG Leaders Select DR,"Large and mid cap representation across the 10 Developed Markets countries in the EMU (European Economic and Monetary Union). Provides exposure to companies with high Environmental, Social and Governance (ESG) performance relative to their sector peers.",https://www.msci.com/documents/10199/836d1647-816d-44b8-9e62-f99951582aec,
Emerging Markets,SAUM.L,iShares IV Plc,MSCI EMU ESG SCREENED UCITS ETF GBP A,,https://www.msci.com/documents/10199/1130082c-32a1-bf54-49e7-1c90134119bb,
Europe,XD5E.L,Xtrackers,MSCI EMU INDEX UCITS ETF DR 1D,,,
Europe,XD5S.L,Xtrackers,MSCI EMU INDEX UCITS ETF DR GBP,,,
Europe,BNZC4Q5.L,iShares IV plc,MSCI EMU Large Cap UCITS ETF EUR (Acc),,,
Europe,CES1.L,iShares plc,MSCI EMU Small Cap UCITS ETF,,,
Europe,UB69.L,UBS ETF SICAV,MSCI EMU Small Cap UCITS ETF A - Dis,,,
Europe,UB39.L,UBS ETF SICAV,MSCI EMU Socially Resp UCITS,,,
World,EUSR.L,UBS ETF,MSCI EMU Socially Responsible UCITS (GBP),,,
Europe,UB0E.L,UBS ETF SICAV,MSCI EMU UCITS ETF (Hedged to GBP) A-dis,,,
Europe,UB0F.L,UBS ETF SICAV,MSCI EMU UCITS ETF (Hedged to GBP) A-dis,,,
Europe,B519936.L,SSGA SPDR ETFs Europe I plc,MSCI EMU UCITS ETF EUR,,,
Europe,UB17.L,UBS ETF SICAV,MSCI EMU Value,,,
Europe,BYX8LV6.L,Lyxor Index Fund SICAV,MSCI EMU Value DR UCITS C EUR,,,
Europe,ESIE.L,IShares VI Plc,MSCI EUR Energy Sector UCITS ETF EUR Acc,,,
Europe,HMEU.L,HSBC ETFs Plc,MSCI Europe,,,
Europe,UB12.L,UBS ETF SICAV,MSCI Europe,,,
Europe,CDIS.L,SSGA SPDR ETFs Europe II,MSCI Europe Consumer Discretionary UCITS ETF,,,
Europe,CSTP.L,SSGA SPDR ETFs Europe II plc,MSCI Europe Consumer Staples UCITS ETF,,,
Europe,EEUD.L,iShares IV plc,MSCI Europe ESG Enhanced UCITS ETF Dist,,,
Europe,SDUE.L,Ishares Iv Plc,MSCI Europe ESG Screened UCITS ETF,,,
Europe,AEXK.L,Amundi Luxembourg SA,MSCI Europe EX UK UCITS ETF - EUR (C),,,
Europe,IEUX.L,iShares plc,MSCI Europe ex-UK,,,
Europe,EUXS.L,iShares plc,MSCI Europe ex-UK GBP Hedged UCITS ETF,,,
Europe,XMEU.L,Xtrackers,MSCI Europe Index UCITS ETF (DR) 1C,,,
Europe,XEUM.L,Xtrackers,MSCI Europe Mid Cap Index UCITS ETF (DR),,,
Europe,EUMD.L,IShares VI Plc,MSCI Europe Mid Cap UCITS ETF EUR (Acc),,,
Europe,IEFM.L,iShares Edge IV plc,MSCI Europe Momentum Factor UCITS ETF,,,
Europe,FSEU.L,iShares Edge IV plc,MSCI Europe Multifactor UCITS ETF,,,
Europe,IEFQ.L,iShares Edge IV plc,MSCI Europe Quality Factor UCITS ETF,,,
Europe,IEFS.L,iShares Edge IV plc,MSCI Europe Size Factor UCITS ETF,,,
Europe,XXSC.L,Xtrackers,MSCI Europe Small Cap Index UCITS ETF (DR),,,
Europe,BM67JT0.L,SSGA SPDR ETFs Europe II plc,MSCI Europe Small Cap UCITS,,,
Europe,BSPLC63.L,SSGA SPDR ETFs Europe II plc,MSCI Europe Small Cap Value Weighted UCITS ETF,,,
Europe,IESG.L,iShares II plc,MSCI Europe SRI UCITS ETF (GBP),,,
Europe,ERO.L,SSGA SPDR ETFs Europe II plc,MSCI Europe UCITS,,,
Europe,MXEU.L,Invesco Markets plc,MSCI Europe UCITS ETF,,,
Europe,IEFV.L,iShares Edge IV plc,MSCI Europe Value Factor UCITS ETF,,,
Europe,EVAL.L,SSGA SPDR ETFs Europe II plc,MSCI Europe Value UCITS ETF,,,
Europe,ISFR.L,iShares IV plc,MSCI France UCITS ETF Acc (GBP),,,
Emerging Markets,XGLF.L,db X-trackers,MSCI GCC Select Index UCITS ETF,,,
Asia Pacific,IIND.L,iShares IV plc,MSCI India UCITS ETF USD Acc (GBP),,,
Asia Pacific,HIDR.L,HSBC ETFs plc,MSCI Indonesia UCITS ETF GBP,,,
Japan,UB02.L,UBS ETF SICAV,MSCI Japan,,,
Japan,SDJP.L,iShares IV plc,MSCI Japan ESG Screened UCITS ETF USD Dist,,,
Japan,XMJD.L,Xtrackers,MSCI Japan Index UCITS ETF (DR),,,
Japan,XMJP.L,Xtrackers,MSCI Japan Index UCITS ETF (DR),,,
Japan,XMJG.L,Xtrackers,MSCI Japan Index UCITS ETF (DR) (GBP),,,
Japan,IJPE.L,iShares V plc,MSCI Japan Monthly EUR Hedged (EUR),,,
Japan,IJPH.L,iShares V plc,MSCI Japan Monthly GBP Hedged,,,
Japan,IDJP.L,iShares III plc,MSCI Japan SmallCap,,,
Japan,ISJP.L,iShares III plc,MSCI Japan SmallCap,,,
Japan,JPSR.L,UBS Global Asset Management,MSCI Japan Socially Res UCITS ETF A-dis,,,
Japan,SUJP.L,IShares VI Plc,MSCI Japan SRI UCITS ETF USD Acc,,,
Japan,HMJP.L,HSBC ETFs Plc,MSCI Japan UCITS,,,
Japan,IJPN.L,iShares plc,MSCI Japan UCITS ETF (Dist),,,
Japan,IJPD.L,iShares plc,MSCI Japan USD Hedged UCITS ETF,,,
Asia Pacific,CSKR.L,iShares plc,MSCI Korea,,,
Asia Pacific,IDKO.L,iShares plc,MSCI Korea (USD) UCITS ETF (Dist),,,
Asia Pacific,XKS2.L,Xtrackers,MSCI Korea Index UCITS ETF (DR),,,
Asia Pacific,XCS3.L,Xtrackers,MSCI Malaysia Index UCITS ETF (DR),,,
Asia Pacific,HMYR.L,HSBC ETFs plc,MSCI Malaysia UCITS ETF GBP,,,
Latin and South America,HMEX.L,HSBC ETFS plc,MSCI Mexico Capped ETF GBP,,,
Latin and South America,CMX1.L,iShares VII plc,MSCI Mexico Capped USD (GBP),,,
Latin and South America,XMES.L,Xtrackers,MSCI Mexico Index UCITS ETF (DR),,,
Latin and South America,XMEX.L,Xtrackers,MSCI Mexico Index UCITS ETF (DR),,,
Europe,XDN0.L,db X-trackers,MSCI Nordic Index UCITS ETF (DR),,,
North America,INAA.L,iShares plc,MSCI North America,,,
North America,IDNA.L,iShares plc,MSCI North America (USD),,,
North America,BYWVHV8.L,db X-trackers,MSCI North America Hi Div Yield Index UCITS ETF DR,,,
Asia Pacific,UB20.L,UBS ETF SICAV,MSCI Pacific (ex Japan),,,
Asia Pacific,HMXJ.L,HSBC ETFs Plc,MSCI Pacific Ex Japan,,,
Asia Pacific,XPXJ.L,Xtrackers,MSCI Pacific ex Japan Index UCITS ETF (DR),,,
Asia Pacific,IPXJ.L,iShares III plc,MSCI Pacific ex-Japan (USD),,,
Asia Pacific,SPXJ.L,iShares III plc,MSCI Pacific ex-Japan GBP,,,
Asia Pacific,UB45.L,UBS ETF SICAV,MSCI Pacific Socially Responsible UCITS ETF A-dis,,,
Emerging Markets,XBAK.L,Xtrackers,MSCI Pakistan IM Index UCITS ETF,,,
Asia Pacific,XPHI.L,Xtrackers,MSCI Philippines IM Index UCITS ETF (DR),,,
Asia Pacific,XPHG.L,Xtrackers,MSCI Philippines IM Index UCITS ETF (DR),,,
Europe,IPOL.L,iShares V plc,MSCi Poland UCITS ETF,,,
Europe,SPOL.L,iShares V plc,MSCI Poland UCITS ETF USD Acc (GBP),,,
Russia,CRU1.L,iShares VII plc,MSCI Russia ADR/GDR UCITS ETF,,,
Russia,CSRU.L,iShares VII plc,MSCI Russia ADR/GDR UCITS ETF,,,
Russia,XMRC.L,Xtrackers,MSCI Russia Capped Index,,,
Russia,HRUB.L,HSBC ETFS Plc,MSCI Russia Capped UCITS ETF GBP,,,
Russia,RUSL.L,Lyxor,MSCI Russia UCITS ETF Dist,,,
Africa and Middle East,IKSA.L,iShares III Plc,MSCI Saudi Arabia Capped UCITS ETF USD,,,
Africa and Middle East,IRSA.L,iShares III plc,MSCI South Africa (USD),,,
Africa and Middle East,SRSA.L,iShares III plc,MSCI South Africa (USD) GBX,,,
Africa and Middle East,AFSU.L,Lyxor Asset Management,MSCI South Africa UCITS ETF - Acc (USD),,,
Africa and Middle East,HZAR.L,HSBC ETFs plc,MSCI South Africa USD(GBP),,,
Europe,CS1.L,Amundi Investment Solutions,MSCI Spain,,,
Europe,UC94.L,UBS ETF SICAV,MSCI Switzerland 20/35 Hedged To GBP UCITS A ETF,,,
Europe,UC93.L,UBS ETF SICAV,MSCI Switzerland 20/35 Hedged To GBP UCITS ETF A,,,
Europe,CSWG.L,Amundi Luxembourg S.A,MSCI Switzerland UCITS ETF GBP ACC,,,
Asia Pacific,IDTW.L,iShares plc,MSCI Taiwan (USD),,,
Asia Pacific,HTWN.L,HSBC ETFS plc,MSCI TAIWAN UCITS ETF GBP,,,
Asia Pacific,XCS4.L,Xtrackers,MSCI Thailand Index UCITS ETF (DR),,,
Europe,HTRY.L,HSBC ETFs plc,MSCI Turkey,,,
Europe,ITKY.L,iShares II plc,MSCI Turkey,,,
Europe,IDTK.L,iShares II plc,MSCI Turkey (USD),,,
Europe,TURL.L,Lyxor,MSCI Turkey UCITS ETF Acc,,,
UK,CUK.L,Amundi ETF,MSCI UK EUR UCITS,,,
UK,UKSR.L,UBS (Irl) Fund Solutions plc,MSCI UK IMI Socially Resp UCITS ETF GBP A,,,
UK,CUKS.L,iShares VII plc,MSCI UK Small CAP UCITS ETF,,,
UK,CSUK.L,iShares VII plc,MSCI UK UCITS ETF GBP Acc,,,
North America,HMUS.L,HSBC ETFs Plc,MSCI USA,,,
North America,USAL.L,MULTI UNITS FRANCE,MSCI USA D EUR (GBP),,,
North America,SDUS.L,iShares IV plc,MSCI USA ESG Screened UCITS ETF USD Dist,,,
North America,XESU.L,Xtrackers (IE) plc,MSCI USA ESG UCITS ETF,,,
North America,ESGS.L,Invesco Markets II Plc,MSCI USA ESG Universal Screened UCITS ETF Acc,,,
North America,XSFN.L,Xtrackers (IE) Plc,MSCI USA Financials UCITS ETF 1D,,,
North America,XMUS.L,Xtrackers,MSCI USA Index UCITS ETF,,,
North America,XDUS.L,db X-trackers,MSCI USA Index UCITS ETF (DR) 1C,,,
North America,ISUS.L,iShares II plc,MSCI USA Islamic,,,
North America,HDIQ.L,iShares plc,MSCI USA Quality Dividend UCITS ETF,,,
North America,QDIV.L,iShares plc,MSCI USA Quality Dividend UCITS ETF,,,
North America,UC99.L,UBS (Irl) Fund Solutions plc,MSCI USA Quality UCITS ETF,,,
North America,USFM.L,UBS (Irl) Fund Solutions plc,MSCI USA SEL FCTR MIX UCT ETF A USD,,,
North America,CUS1.L,iShares plc,MSCI USA Small Cap UCITS ETF USD Acc,,,
North America,USSC.L,SSGA SPDR ETFs Europe II plc,MSCI USA Small Cap Value Weighted UCITS,,,
North America,SRUG.L,UBS (Irl) Fund Solutions Plc,MSCI USA Social Resp UCITS ETF GBP,,,
North America,UC46.L,UBS ETF SICAV,MSCI USA Socially Responsible UCITS A USD Dis,,,
North America,SUUS.L,Ishares Iv Plc,MSCI USA SRI UCITS ETF USD (Acc) GBP,,,
North America,MXUS.L,Invesco Markets plc,MSCI USA UCITS ETF,,,
North America,CU1.L,iShares VII plc,MSCI USA USD Acc (GBP),,,
North America,UVAL.L,SSGA SPDR ETFs Europe II plc,MSCI USA Value UCITS,,,
North America,UC07.L,UBS (Irl) Fund Solutions plc,MSCI USA Value UCITS ETF (USD) A-dis,,,
World,UC55.L,UBS ETF SICAV,MSCI World,,,
World,WLDL.L,Lyxor International Asset Management,MSCI World D EUR (GBP),,,
World,EEWG.L,iShares IV plc,MSCI World ESG Enhanced UCITS ETF USD Dis,,,
World,SAWD.L,iShares IV plc,MSCI World ESG Screened UCITS ETF USD Acc,,,
World,XESW.L,Xtrackers (IE) plc,MSCI World ESG UCITS ETF 1C,,,
World,HMWO.L,HSBC ETFs Plc,MSCI World ETF GBP,,,
World,HMWD.L,HSBC ETFS Plc,MSCI World ETF USD,,,
World,XMWD.L,Xtrackers,MSCI World Index UCITS ETF,,,
World,XWLD.L,db X-trackers,MSCI World Index UCITS ETF (DR) 1C,,,
World,ISWD.L,iShares II plc,MSCI World Islamic,,,
World,WMAT.L,SSGA SPDR ETFs Europe II,MSCI World Materials UCITS ETF USD,,,
World,IWMO.L,iShares IV plc,MSCI World Momentum Factor UCITS ETF,,,
World,XDEM.L,Xtrackers (IE) plc,MSCI World Momentum UCITS ETF 1C,,,
World,IWDE.L,iShares V plc,MSCI World Monthly EUR UCITS ACC HDG,,,
World,IGWD.L,iShares V plc,MSCI World Monthly GBP Hedged (GBP),,,
World,WQDS.L,iShares II plc,MSCI World Quality DIV UCITS USD(GB,,,
World,IWFQ.L,iShares Edge IV plc,MSCI World Quality Factor,,,
World,XDEQ.L,Xtrackers,MSCI World Quality UCITS ETF 1C,,,
World,IWFS.L,iShares Edge IV plc,MSCI World Size Factor,,,
World,WOSC.L,SSGA SPDR ETFs Europe I plc,MSCI World Small Cap UCITS ETF,,,
World,WLDS.L,IShares III Plc,MSCI World Small Cap UCITS USD(GBP),,,
World,UC44.L,UBS ETF SICAV,MSCI World Socially Responsible,,,
World,SRIW.L,UBS (Irl) Fund Solutions Plc,MSCI World Socially Responsible UCITS ETF A-dis,,,
World,SUSW.L,iShares IV plc,MSCI World SRI UCITS ETF EUR (Acc),,,
World,SUWS.L,iShares IV plc,MSCI WORLD SRI UCITS ETF USD D (SUWS),,,
World,MXWS.L,Invesco Markets plc,MSCI World UCITS,,,
World,XDWG.L,XTrackers (IE) Plc,MSCI WORLD UCITS 2D GBP,,,
World,SWLD.L,SSgA SPDR ETFS Europe,MSCI World UCITS ETF,,,
World,IWRD.L,iShares plc,MSCI World UCITS ETF (Dist),,,
World,IDWR.L,iShares Plc,MSCI World UCITS ETF (Dist) USD,,,
World,IWFV.L,iShares Edge IV plc,MSCI World Value Factor,,,
World,XDEV.L,db X-trackers,MSCI World Value Factor UCITS ETF (DR),,,
World,HWWA.L,HSBC ETFs plc,Multi Factor Worldwide Equity,,,
North America,ANXU.L,Amundi Luxembourg SA,NASDA-100 UCITS ETF USD,,,
North America,LQQ3.L,WisdomTree,NASDAQ 100 3x Daily Leveraged (GBP),,,
North America,QQQ3.L,WisdomTree,NASDAQ 100 3x Daily Leveraged (USD),,,
North America,QQQS.L,WisdomTree,NASDAQ 100 3x Daily Short,,,
North America,CNX1.L,iShares VII plc,NASDAQ 100 UCITS ETF USD Acc,,,
North America,CNDX.L,iShares VII plc,NASDAQ 100 USD ACC,,,
North America,EQJS.L,Invesco Markets II plc,NASDAQ Next Generation 100 UCITS ETF,,,
North America,BGBMSY6.L,Lyxor International Asset Management,NASDAQ-100 UCITS ETF EUR,,,
North America,BGBMSY6.L,Lyxor International Asset Management,NASDAQ-100 UCITS ETF EUR,,,
Asia Pacific,XNIF.L,Xtrackers,NIFTY 50 UCITS ETF,,,
Japan,B18Q2H7.L,iShares (BlackRock Asset Management Deutschland),Nikkei 225,,,
Japan,XDJP.L,Xtrackers,Nikkei 225 UCITS ETF (DR) 1D,,,
Japan,CNKY.L,iShares VII plc,Nikkei 225 UCITS ETF JPY Acc,,,
Europe,OMXS.L,iShares IV plc,OMX Stockholm Capped UCITS SEK(GBP),,,
World,PRIW.L,Amundi,Prime Global UCITS ETF DR (D),,,
North America,XRES.L,Invesco Markets Plc,Real Estate S&P US Select Sector UCITS ETF,,,
North America,RTYS.L,Invesco Markets plc,Russell 2000 UCITS,,,
North America,RS2G.L,Amundi Luxembourg SA,Russell 2000 UCITS ETF - USD (C),,,
North America,XRSG.L,db X-trackers,Russell 2000 UCITS ETF (DR),,,
North America,RTWP.L,Legal & General UCITS ETF,Russell 2000 US Small Cap Fund GBP,,,
North America,R2SC.L,SSGA SPDR ETFs Europe II PLC,Russell 2000 US Small Cap UCITS USD,,,
North America,XRSS.L,db X-trackers,Russell Midcap UCITS ETF (DR),,,
North America,SPY4.L,SSGA SPDR ETFs Europe I plc,S&P 400 US Mid Cap ETF,,,
North America,XT2D.L,Xtrackers,S&P 500 2x Inverse Daily UCITS ETF,,,
North America,XS2D.L,Xtrackers,S&P 500 2x Leveraged Daily UCITS ETF,,,
North America,3USL.L,WisdomTree,S&P 500 3x Daily Leveraged,,,
North America,3LUS.L,WisdomTree,S&P 500 3x Daily Leveraged,,,
North America,3USS.L,WisdomTree,S&P 500 3x Daily Short,,,
North America,3ULS.L,WisdomTree,S&P 500 3x Daily Short (GBP),,,
North America,XDWE.L,db x-trackers,S&P 500 Equal Weight UCITS ETF (DR),,,
North America,5ESG.L,UBS (Irl) Fund Solutions plc,S&P 500 ESG UCITS ETF (Hedged To GBP) A-dis,,,
North America,S5SD.L,UBS (Irl) Fund Solutions plc,S&P 500 ESG UCITS ETF (USD) A-dis,,,
North America,SPEP.L,Invesco Markets plc,S&P 500 ESG UCITS ETF Acc (GBP),,,
North America,HSPX.L,HSBC ETFs plc,S&P 500 ETF USD,,,
North America,IUSE.L,IShares V plc,S&P 500 EUR HEDGED EUR UCITS ACC,,,
North America,HDLG.L,Invesco Markets Plc,S&P 500 High Dividend Low Volatility,,,
North America,XSPS.L,Xtrackers,S&P 500 Inverse Daily UCITS ETF,,,
North America,XSPS.L,Xtrackers,S&P 500 Inverse Daily UCITS ETF,,,
North America,USLV.L,SSGA SPDR ETFs Europe I plc,S&P 500 Low Volatility GBP,,,
North America,LOWV.L,SSGA SPDR ETFs Europe I plc,S&P 500 Low Volatility USD,,,
North America,IGUS.L,iShares V plc,S&P 500 Monthly GBP Hedged (GBP),,,
